date,pm25,temperature,humidity,wind_speed,wind_dir,precipitation,pressure,pm25_lag1,pm25_lag2,pm25_lag3,pm25_roll3,pm25_roll7
2022-08-10 00:00:00+00:00,5.304166666666666,26.491666666666664,85.0,3.975,232.25,0.2541666666666667,958.8125,5.383333333333333,4.2124999999999995,4.370833333333333,4.966666666666666,5.701190476190476
2022-08-11 00:00:00+00:00,7.333333333333333,25.979166666666668,87.29166666666667,5.954166666666667,206.16666666666666,2.4291666666666667,957.2708333333334,5.304166666666666,5.383333333333333,4.2124999999999995,6.006944444444443,5.826190476190475
2022-08-12 00:00:00+00:00,4.445833333333334,23.962500000000002,92.83333333333333,8.283333333333333,174.45833333333334,1.0,960.3791666666666,7.333333333333333,5.304166666666666,5.383333333333333,5.694444444444443,5.285714285714286
2022-08-13 00:00:00+00:00,6.55,24.683333333333334,88.875,4.05,217.45833333333334,0.11666666666666668,962.7458333333334,4.445833333333334,7.333333333333333,5.304166666666666,6.109722222222222,5.371428571428571
2022-08-14 00:00:00+00:00,8.275,26.287499999999998,86.5,3.1833333333333336,214.58333333333334,0.075,963.0916666666667,6.55,4.445833333333334,7.333333333333333,6.423611111111111,5.929166666666666
2022-08-15 00:00:00+00:00,8.4,26.645833333333332,84.75,4.404166666666667,213.20833333333334,1.5625,961.0791666666668,8.275,6.55,4.445833333333334,7.741666666666666,6.527380952380952
2022-08-16 00:00:00+00:00,5.1000000000000005,26.233333333333334,84.125,5.191666666666666,144.70833333333334,0.08750000000000001,960.0291666666667,8.4,8.275,6.55,7.258333333333333,6.4869047619047615
2022-08-17 00:00:00+00:00,5.229166666666667,25.883333333333336,85.375,5.629166666666666,157.375,0.29583333333333334,960.6708333333332,5.1000000000000005,8.4,8.275,6.2430555555555545,6.476190476190476
2022-08-18 00:00:00+00:00,7.416666666666667,26.083333333333332,84.83333333333333,5.141666666666667,207.0,0.13333333333333333,961.2083333333334,5.229166666666667,5.1000000000000005,8.4,5.915277777777778,6.488095238095238
2022-08-19 00:00:00+00:00,7.454166666666667,27.004166666666666,81.04166666666667,4.258333333333334,237.04166666666666,0.016666666666666666,960.5,7.416666666666667,5.229166666666667,5.1000000000000005,6.699999999999999,6.917857142857143
2022-08-20 00:00:00+00:00,8.570833333333333,27.3,83.70833333333333,3.9416666666666664,217.41666666666666,0.21250000000000002,958.8249999999999,7.454166666666667,7.416666666666667,5.229166666666667,7.813888888888887,7.206547619047618
2022-08-21 00:00:00+00:00,6.041666666666667,25.020833333333332,91.29166666666667,3.2291666666666665,172.83333333333334,1.4124999999999999,958.3666666666667,8.570833333333333,7.454166666666667,7.416666666666667,7.355555555555554,6.8875
2022-08-22 00:00:00+00:00,4.904166666666667,24.620833333333334,91.95833333333333,4.466666666666667,190.54166666666666,0.7166666666666667,961.375,6.041666666666667,8.570833333333333,7.454166666666667,6.5055555555555555,6.3880952380952385
2022-08-23 00:00:00+00:00,10.979166666666666,26.554166666666664,84.45833333333333,4.170833333333333,223.91666666666666,0.020833333333333332,962.3916666666668,4.904166666666667,6.041666666666667,8.570833333333333,7.308333333333333,7.22797619047619
2022-08-24 00:00:00+00:00,12.070833333333333,27.40416666666667,80.125,4.270833333333333,267.5416666666667,0.016666666666666666,960.3249999999999,10.979166666666666,4.904166666666667,6.041666666666667,9.318055555555555,8.205357142857142
2022-08-25 00:00:00+00:00,6.270833333333333,26.391666666666666,87.70833333333333,3.345833333333333,222.75,0.6875,958.4625,12.070833333333333,10.979166666666666,4.904166666666667,9.77361111111111,8.041666666666666
2022-08-26 00:00:00+00:00,6.704166666666667,24.941666666666666,91.375,7.954166666666667,184.25,1.2874999999999999,960.025,6.270833333333333,12.070833333333333,10.979166666666666,8.34861111111111,7.934523809523809
2022-08-27 00:00:00+00:00,6.2875000000000005,24.633333333333336,88.125,6.329166666666667,203.125,0.3458333333333334,963.5333333333333,6.704166666666667,6.270833333333333,12.070833333333333,6.420833333333332,7.608333333333333
2022-08-28 00:00:00+00:00,10.129166666666666,26.583333333333332,84.375,3.4875000000000003,223.25,0.020833333333333332,963.6666666666666,6.2875000000000005,6.704166666666667,6.270833333333333,7.706944444444443,8.192261904761905
2022-08-29 00:00:00+00:00,10.725,27.208333333333332,81.29166666666667,3.125,220.16666666666666,0.004166666666666667,964.9875000000001,10.129166666666666,6.2875000000000005,6.704166666666667,9.047222222222222,9.023809523809524
2022-08-30 00:00:00+00:00,9.049999999999999,27.337500000000002,78.08333333333333,4.0874999999999995,209.16666666666666,0.0,964.2291666666666,10.725,10.129166666666666,6.2875000000000005,9.968055555555553,8.748214285714285
2022-08-31 00:00:00+00:00,12.612499999999999,27.133333333333336,83.25,4.4875,230.95833333333334,0.16666666666666666,963.2125,9.049999999999999,10.725,10.129166666666666,10.795833333333333,8.825595238095236
2022-09-01 00:00:00+00:00,11.595833333333333,26.175,86.25,3.5416666666666665,196.08333333333334,0.11666666666666665,964.3916666666668,12.612499999999999,9.049999999999999,10.725,11.086111111111109,9.586309523809522
2022-09-02 00:00:00+00:00,7.254166666666666,27.2375,81.375,3.5583333333333336,201.25,0.025000000000000005,963.4125,11.595833333333333,12.612499999999999,9.049999999999999,10.487499999999999,9.664880952380953
2022-09-03 00:00:00+00:00,13.725,27.27916666666667,83.125,4.0249999999999995,239.70833333333334,0.4083333333333334,961.875,7.254166666666666,11.595833333333333,12.612499999999999,10.858333333333333,10.727380952380951
